loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
1083,0,Graduate,Yes,927000,5000000,15,675,302000,2046000,3561000,922000,Approved
1084,1,Graduate,Yes,729000,3628000,20,734,827000,291000,1264000,980000,Rejected
1085,5,Graduate,Yes,752000,3557000,15,580,849000,1752000,2079000,1355000,Rejected
1086,2,Graduate,No,537000,2734000,25,650,1469000,969000,651000,757000,Approved
1087,0,Graduate,No,282000,1908000,20,724,433000,353000,980000,544000,Rejected
1088,1,Graduate,Yes,257000,860000,10,485,552000,15000,652000,136000,Approved
1089,3,Not Graduate,No,1070000,5000000,15,645,3512000,677000,4073000,335000,Approved
1090,1,Not Graduate,No,585000,3665000,25,614,2019000,1227000,802000,199000,Rejected
1091,5,Graduate,No,475000,3371000,25,639,336000,450000,1044000,813000,Rejected
1092,2,Graduate,No,704000,1445000,25,607,1463000,1194000,595000,108000,Rejected
1093,0,Not Graduate,No,1174000,3548000,15,662,2979000,2145000,740000,1913000,Approved
1094,2,Graduate,No,787000,3798000,20,814,2206000,1526000,1875000,752000,Approved
1095,3,Not Graduate,No,457000,3246000,10,622,1483000,437000,1478000,639000,Rejected
1096,2,Not Graduate,No,1553000,5000000,15,675,4085000,3532000,1365000,2335000,Approved
1097,4,Graduate,Yes,1954000,5000000,20,820,4900000,1427000,5552000,1715000,Approved
1098,4,Graduate,No,965000,3158000,25,603,457000,2017000,2624000,323000,Rejected
1099,0,Graduate,No,1318000,4096000,15,804,2693000,1399000,2612000,1652000,Approved
1100,0,Not Graduate,No,1569000,5000000,20,650,3477000,919000,4850000,3005000,Approved
1101,1,Graduate,No,1459000,4757000,10,801,3690000,1253000,3525000,146000,Approved
1102,2,Graduate,No,1043000,5000000,15,714,2260000,2085000,3954000,514000,Approved
1103,2,Graduate,No,1033000,5000000,5,676,1663000,1588000,3180000,1813000,Approved
1104,1,Not Graduate,No,981000,4256000,25,644,1825000,335000,3490000,183000,Rejected
1105,5,Not Graduate,Yes,343000,1465000,5,597,1165000,106000,518000,24000,Rejected
1106,1,Graduate,No,1104000,2447000,20,656,1494000,1897000,3602000,1945000,Approved
1107,3,Graduate,No,290000,1022000,15,726,815000,174000,1151000,449000,Approved
1108,3,Graduate,Yes,418000,2587000,15,649,938000,218000,308000,228000,Rejected
1109,0,Not Graduate,No,1633000,5000000,15,623,2809000,3060000,3419000,3159000,Approved
1110,1,Graduate,No,1209000,3566000,15,629,1966000,975000,4187000,1740000,Approved
1111,1,Graduate,No,1841000,4850000,20,734,3717000,314000,3032000,520000,Rejected
1112,4,Not Graduate,No,587000,1509000,20,754,1678000,623000,1222000,556000,Approved
1113,1,Graduate,No,331000,1971000,25,593,229000,471000,998000,575000,Rejected
1114,3,Graduate,Yes,599000,3400000,15,593,1925000,901000,1986000,810000,Rejected
1115,2,Not Graduate,Yes,748000,3823000,20,682,2077000,109000,657000,892000,Approved
1116,2,Graduate,No,737000,3686000,25,780,1044000,836000,1198000,636000,Approved
1117,4,Not Graduate,No,1463000,4270000,15,747,487000,1315000,2397000,781000,Approved
1118,2,Graduate,No,553000,2767000,25,544,352000,621000,385000,689000,Rejected
1119,3,Graduate,No,880000,2076000,25,628,671000,92000,401000,308000,Approved
1120,2,Graduate,No,368000,2780000,20,571,232000,272000,1106000,600000,Rejected
1121,0,Graduate,Yes,938000,2203000,20,627,590000,1509000,3211000,430000,Approved
1122,0,Graduate,No,701000,3183000,20,786,2364000,221000,2673000,200000,Approved
1123,1,Not Graduate,No,430000,861000,15,529,1035000,1031000,1647000,82000,Approved
1124,3,Graduate,No,601000,4037000,20,512,1759000,1493000,2392000,985000,Rejected
1125,1,Graduate,No,621000,1861000,25,580,1305000,560000,263000,598000,Approved
1126,2,Graduate,No,587000,4432000,15,674,1340000,999000,967000,486000,Rejected
1127,0,Graduate,No,2214000,5000000,20,703,6906000,3517000,931000,2361000,Approved
1128,2,Graduate,No,657000,4550000,20,687,748000,275000,1803000,785000,Rejected
1129,3,Graduate,No,597000,3546000,10,750,1506000,579000,2324000,1055000,Approved
1130,2,Graduate,No,179000,626000,20,500,569000,439000,44000,129000,Rejected
1131,5,Graduate,No,391000,1257000,20,751,1289000,125000,842000,162000,Approved
1132,0,Graduate,No,590000,2446000,20,623,1015000,848000,1286000,1029000,Approved
1133,0,Graduate,No,448000,3123000,20,712,1363000,671000,330000,442000,Rejected
1134,2,Graduate,Yes,1718000,5000000,15,538,3285000,720000,5756000,2027000,Approved
1135,1,Not Graduate,No,629000,1920000,25,650,708000,842000,1031000,225000,Rejected
1136,3,Graduate,No,1617000,5000000,20,670,1784000,3709000,2813000,2799000,Approved
1137,3,Not Graduate,No,729000,2497000,20,748,1273000,211000,2808000,1370000,Approved
1138,0,Graduate,No,717000,1962000,15,515,807000,340000,763000,662000,Rejected
1139,4,Not Graduate,No,661000,3886000,15,653,262000,422000,1060000,59000,Approved
1140,0,Graduate,No,702000,2861000,25,558,448000,1318000,2179000,72000,Rejected
1141,3,Graduate,No,2139000,5000000,5,693,6454000,3087000,4218000,1368000,Rejected
1142,1,Graduate,No,155000,1115000,15,716,484000,195000,380000,156000,Rejected
1143,3,Graduate,No,191000,1240000,20,759,591000,378000,375000,171000,Approved
1144,0,Not Graduate,No,492000,3268000,20,605,1019000,1203000,593000,570000,Rejected
1145,4,Graduate,No,707000,1580000,25,729,2328000,346000,519000,390000,Approved
1146,4,Graduate,No,1096000,5000000,20,766,2079000,2225000,3743000,503000,Rejected
1147,2,Graduate,No,952000,5000000,25,510,1695000,881000,1117000,1856000,Rejected
1148,2,Graduate,Yes,545000,2737000,20,702,991000,199000,2174000,325000,Rejected
1149,2,Not Graduate,Yes,1358000,2802000,20,731,1512000,871000,189000,2574000,Approved
1150,2,Graduate,No,1367000,5000000,20,628,3094000,1365000,4839000,1592000,Rejected
1151,2,Graduate,No,789000,4153000,20,547,1370000,1774000,2994000,147000,Rejected
1152,2,Graduate,No,1309000,5000000,10,730,4475000,1566000,431000,1584000,Approved
1153,4,Graduate,No,836000,4960000,15,548,711000,1284000,2130000,1648000,Rejected
1154,2,Not Graduate,No,486000,3295000,20,635,265000,40000,1532000,820000,Rejected
1155,1,Not Graduate,No,1102000,5000000,20,647,1569000,176000,2755000,707000,Approved
1156,4,Graduate,No,752000,5000000,20,711,744000,1764000,2656000,178000,Rejected
1157,1,Graduate,No,701000,2350000,20,597,2435000,1469000,432000,664000,Approved
1158,0,Graduate,No,1823000,5000000,20,592,3805000,2232000,6928000,442000,Rejected
1159,5,Graduate,No,142000,891000,15,658,206000,71000,319000,90000,Rejected
1160,1,Graduate,No,279000,1397000,20,736,658000,28000,403000,513000,Approved
1161,0,Not Graduate,Yes,324000,1813000,20,844,567000,790000,696000,429000,Approved
1162,2,Graduate,No,553000,3457000,10,522,535000,8000,787000,872000,Rejected
1163,3,Graduate,Yes,593000,3134000,15,677,927000,352000,1113000,655000,Approved
1164,0,Graduate,No,263000,1769000,20,558,320000,450000,187000,99000,Rejected
1165,2,Graduate,No,369000,1444000,20,737,864000,865000,1252000,127000,Approved
1166,0,Graduate,No,400000,2862000,15,570,1165000,117000,648000,617000,Rejected
1167,2,Graduate,Yes,3458000,5000000,10,593,3943000,6690000,6644000,3068000,Approved
1168,1,Graduate,No,2258000,5000000,15,600,5167000,1873000,8236000,2314000,Approved
1169,0,Graduate,No,536000,3935000,20,644,1376000,911000,1950000,214000,Rejected
1170,4,Graduate,No,553000,1944000,20,677,821000,134000,1755000,418000,Rejected
1171,2,Graduate,No,332000,1315000,15,691,618000,718000,72000,102000,Rejected
1172,4,Graduate,No,203000,778000,25,650,294000,359000,738000,91000,Rejected
1173,4,Graduate,No,649000,3495000,10,537,969000,1550000,543000,1157000,Rejected
1174,4,Not Graduate,No,366000,1639000,15,712,632000,460000,662000,530000,Approved
1175,3,Graduate,No,662000,1753000,15,645,824000,1469000,2398000,1133000,Approved
1176,1,Graduate,No,247000,1815000,20,749,460000,334000,116000,433000,Rejected
1177,3,Not Graduate,No,427000,1378000,20,590,1156000,547000,264000,512000,Rejected
1178,2,Graduate,No,771000,4013000,5,514,1204000,182000,1809000,496000,Rejected
1179,1,Not Graduate,Yes,888000,4945000,20,647,2953000,1807000,1709000,897000,Rejected
1180,1,Graduate,No,918000,2060000,20,760,916000,946000,1487000,80000,Approved
1181,1,Not Graduate,No,297000,765000,25,664,516000,446000,968000,488000,Approved
1182,2,Graduate,No,1220000,5000000,25,633,2715000,1985000,4379000,1970000,Approved
1183,3,Graduate,No,416000,2491000,20,576,848000,806000,1650000,433000,Rejected
1184,2,Not Graduate,No,1056000,2325000,10,799,3517000,1519000,612000,830000,Approved
1185,1,Graduate,Yes,695000,4702000,15,562,930000,1077000,1902000,269000,Rejected
1186,0,Graduate,Yes,286000,1445000,25,588,431000,372000,1000000,56000,Rejected
1187,4,Graduate,No,570000,1397000,20,698,1258000,875000,592000,390000,Approved
1188,2,Graduate,No,888000,5000000,20,492,1961000,986000,1751000,1668000,Rejected
1189,2,Graduate,No,1043000,5000000,25,758,2941000,2024000,133000,192000,Approved
1190,3,Graduate,No,639000,2064000,25,703,1816000,1295000,399000,1215000,Approved
1191,4,Graduate,No,1895000,5000000,20,726,634000,2450000,1117000,2048000,Approved
1192,2,Not Graduate,Yes,1347000,5000000,25,697,3698000,494000,3852000,1225000,Approved
1193,2,Not Graduate,No,592000,2195000,10,636,1538000,553000,1496000,172000,Rejected
1194,1,Not Graduate,No,1140000,4146000,20,560,2479000,2394000,286000,216000,Approved
1195,4,Graduate,No,2460000,5000000,25,638,3233000,5638000,5961000,2735000,Approved
1196,2,Graduate,No,2503000,5000000,5,567,8016000,1671000,915000,3047000,Rejected
1197,3,Graduate,No,315000,2337000,10,691,839000,741000,280000,282000,Rejected
1198,0,Graduate,No,383000,1293000,20,719,430000,265000,1385000,234000,Rejected
1199,2,Graduate,No,1838000,5000000,20,776,2347000,4222000,3390000,139000,Approved
1200,1,Not Graduate,No,352000,1914000,10,682,906000,823000,1108000,201000,Rejected
1201,2,Graduate,No,296000,1140000,15,729,958000,374000,392000,427000,Approved
1202,3,Graduate,No,510000,1128000,15,625,954000,1212000,271000,628000,Approved
1203,3,Graduate,No,920000,5000000,15,609,2864000,1263000,3279000,330000,Rejected
1204,1,Graduate,No,655000,2257000,25,690,997000,620000,484000,1046000,Approved
1205,4,Graduate,No,459000,2658000,20,617,718000,930000,672000,156000,Rejected
1206,1,Graduate,No,452000,2393000,20,673,1128000,123000,1281000,724000,Rejected
1207,2,Not Graduate,No,441000,894000,5,560,204000,239000,1062000,463000,Rejected
1208,0,Graduate,No,395000,3147000,15,575,294000,211000,1469000,572000,Rejected
1209,1,Graduate,No,3084000,5000000,15,704,8114000,4796000,12188000,653000,Approved
1210,4,Not Graduate,No,849000,4176000,25,725,912000,1505000,570000,1269000,Rejected
1211,0,Not Graduate,No,1246000,5000000,25,566,1072000,2609000,1226000,1815000,Rejected
1212,4,Not Graduate,No,509000,2474000,15,707,298000,1145000,1320000,199000,Approved
1213,1,Graduate,No,620000,4010000,25,605,632000,1356000,417000,197000,Rejected
1214,3,Graduate,No,440000,1235000,5,651,485000,750000,974000,664000,Approved
1215,0,Graduate,No,125000,585000,15,770,174000,286000,194000,108000,Approved
1216,3,Not Graduate,Yes,286000,1148000,20,719,945000,197000,1019000,376000,Approved
1217,4,Not Graduate,No,216000,1028000,15,718,510000,392000,795000,15000,Rejected
1218,2,Graduate,No,162000,762000,25,812,408000,31000,180000,66000,Rejected
1219,1,Graduate,No,322000,920000,10,590,233000,101000,152000,484000,Approved
1220,3,Graduate,No,1656000,5000000,20,566,1518000,936000,6566000,725000,Approved
1221,3,Graduate,No,680000,1423000,10,589,2160000,175000,466000,140000,Rejected
1222,0,Graduate,No,1620000,3338000,10,628,3774000,3911000,1258000,634000,Approved
1223,3,Graduate,No,914000,3876000,15,450,2642000,1065000,990000,1529000,Rejected
1224,3,Graduate,No,1164000,5000000,25,632,1681000,2639000,1664000,845000,Rejected
1225,3,Graduate,No,390000,1200000,20,604,837000,465000,264000,423000,Rejected
1226,1,Graduate,No,984000,5000000,20,717,1877000,1721000,1335000,1157000,Approved
1227,2,Graduate,No,1124000,5000000,5,680,1076000,904000,209000,873000,Rejected
1228,5,Graduate,No,481000,1233000,5,599,1414000,1143000,1551000,112000,Rejected
1229,2,Graduate,No,1007000,5000000,5,700,1378000,88000,1136000,555000,Approved
1230,2,Graduate,No,1011000,4064000,20,711,1814000,1763000,3326000,362000,Approved
1231,5,Graduate,No,490000,2869000,10,585,356000,1164000,1285000,894000,Rejected
1232,1,Not Graduate,No,337000,898000,15,608,790000,664000,665000,503000,Rejected
1233,1,Graduate,No,324000,2027000,20,461,917000,670000,1261000,536000,Rejected
1234,3,Graduate,No,740000,5000000,20,557,1194000,553000,1190000,1209000,Approved
1235,3,Graduate,No,866000,2279000,15,587,2970000,978000,689000,47000,Rejected
1236,5,Graduate,Yes,418000,1152000,5,656,470000,142000,983000,631000,Approved
1237,3,Graduate,Yes,712000,2625000,15,570,2203000,670000,460000,705000,Rejected
1238,1,Not Graduate,Yes,1014000,2101000,20,606,2644000,21000,1196000,1582000,Approved
1239,1,Graduate,No,1046000,5000000,10,546,3418000,2036000,3808000,2010000,Rejected
1240,0,Graduate,No,1919000,5000000,20,665,5124000,4572000,6869000,1435000,Approved
1241,4,Not Graduate,No,1605000,5000000,5,686,3023000,2812000,3076000,1973000,Approved
1242,0,Graduate,No,365000,2830000,25,684,592000,739000,717000,235000,Rejected
1243,2,Graduate,No,2091000,5000000,25,651,6177000,2684000,4831000,3749000,Approved
1244,2,Graduate,No,496000,3415000,5,519,1483000,238000,212000,270000,Rejected
1245,0,Graduate,No,1381000,5000000,15,597,3017000,2489000,1502000,1015000,Rejected
1246,1,Not Graduate,No,732000,2935000,15,615,1864000,548000,1729000,1304000,Approved
1247,2,Not Graduate,No,535000,2006000,20,616,953000,615000,724000,132000,Rejected
1248,0,Graduate,No,216000,881000,20,656,216000,486000,201000,219000,Rejected
1249,5,Graduate,No,626000,2640000,20,771,288000,584000,1643000,741000,Approved
1250,4,Graduate,Yes,254000,721000,10,719,608000,184000,587000,299000,Approved
1251,0,Graduate,No,1313000,5000000,5,566,3206000,104000,1806000,373000,Rejected
1252,4,Graduate,No,1876000,5000000,20,708,4557000,3290000,7046000,238000,Approved
1253,1,Not Graduate,No,417000,1608000,20,704,876000,224000,1306000,360000,Rejected
1254,0,Graduate,No,852000,2549000,20,581,1189000,1362000,2066000,797000,Rejected
1255,1,Graduate,No,437000,1853000,20,722,470000,401000,401000,825000,Approved
1256,3,Not Graduate,No,465000,2272000,20,636,237000,916000,1222000,708000,Rejected
1257,3,Not Graduate,No,1158000,5000000,20,530,896000,2576000,3222000,1410000,Rejected
1258,1,Graduate,No,683000,4281000,25,689,1578000,402000,1617000,314000,Rejected
1259,3,Graduate,No,2169000,5000000,20,668,5982000,4296000,5613000,3921000,Approved
1260,3,Not Graduate,No,512000,1137000,25,631,1641000,196000,375000,219000,Approved
1261,3,Graduate,No,1340000,5000000,25,647,762000,472000,1885000,2542000,Approved
1262,2,Graduate,No,746000,2195000,15,589,2167000,799000,2666000,1413000,Approved
1263,3,Graduate,No,1174000,5000000,20,702,2597000,952000,745000,2297000,Approved
1264,3,Not Graduate,Yes,523000,4119000,20,646,661000,1291000,1255000,315000,Rejected
1265,0,Graduate,No,678000,2093000,10,664,1778000,1363000,2441000,216000,Approved
1266,3,Graduate,No,649000,2540000,20,680,2249000,1444000,101000,828000,Approved
1267,1,Graduate,No,407000,2585000,15,552,616000,138000,1576000,356000,Rejected
1268,3,Not Graduate,Yes,1076000,5000000,15,574,2483000,1921000,3814000,869000,Rejected
1269,3,Graduate,Yes,1068000,2417000,10,462,1212000,1613000,3085000,1212000,Rejected
1270,1,Graduate,No,1030000,3059000,20,698,985000,256000,2952000,1436000,Approved
1271,0,Graduate,No,1901000,5000000,20,547,1477000,3772000,6623000,1326000,Rejected
1272,3,Graduate,No,1796000,4704000,20,661,724000,3833000,1377000,1263000,Rejected
1273,4,Not Graduate,No,549000,3190000,10,682,1436000,1255000,1554000,681000,Approved
1274,3,Graduate,No,892000,5000000,20,701,684000,2096000,1284000,169000,Rejected
1275,2,Graduate,No,467000,1678000,10,548,1151000,126000,1642000,661000,Approved
1276,1,Graduate,No,711000,4515000,15,644,2192000,1568000,1550000,1143000,Rejected
1277,1,Graduate,No,474000,1431000,15,792,1426000,1120000,1463000,837000,Approved
1278,3,Graduate,No,2006000,5000000,25,796,2521000,3464000,1507000,3049000,Approved
1279,2,Graduate,No,887000,3434000,15,734,619000,408000,926000,921000,Approved
1280,3,Not Graduate,No,608000,4851000,20,679,1044000,609000,2048000,1066000,Rejected
1281,1,Not Graduate,Yes,1521000,5000000,25,565,1339000,343000,2497000,1532000,Approved
1282,0,Graduate,Yes,171000,475000,15,711,256000,2000,369000,271000,Approved
1283,2,Graduate,No,189000,1428000,25,637,401000,435000,554000,33000,Rejected
1284,2,Not Graduate,No,1174000,3489000,10,698,2773000,2854000,894000,1682000,Approved
1285,2,Graduate,No,728000,5000000,15,596,727000,1673000,932000,156000,Rejected
1286,1,Not Graduate,No,824000,4864000,10,635,847000,523000,1129000,86000,Rejected
1287,3,Graduate,No,296000,1617000,20,664,909000,460000,1088000,305000,Rejected
1288,2,Graduate,Yes,690000,4491000,25,671,2293000,862000,439000,195000,Rejected
1289,3,Graduate,No,2574000,5000000,20,692,6064000,3192000,3985000,1761000,Approved
1290,2,Graduate,No,1196000,3185000,20,601,2490000,1281000,4594000,1865000,Rejected
1291,2,Not Graduate,No,782000,5000000,15,536,1881000,1840000,2624000,878000,Rejected
1292,3,Graduate,No,526000,4025000,25,788,374000,1040000,1428000,779000,Rejected
1293,2,Graduate,No,542000,4000000,15,862,1718000,1148000,1215000,855000,Approved
1294,2,Graduate,No,175000,1003000,15,688,169000,15000,590000,173000,Approved
1295,3,Graduate,No,828000,4253000,25,537,2023000,853000,3139000,1633000,Rejected
1296,0,Not Graduate,No,1213000,5000000,15,584,1226000,1813000,4493000,539000,Rejected
1297,4,Graduate,No,251000,524000,15,693,642000,413000,651000,54000,Approved
1298,1,Not Graduate,No,455000,2274000,5,764,1233000,1018000,1337000,305000,Approved
1299,1,Graduate,No,330000,1895000,10,547,882000,138000,1031000,507000,Rejected
1300,3,Graduate,No,374000,2226000,20,639,625000,84000,1218000,89000,Rejected
1301,1,Graduate,No,725000,2895000,15,667,1626000,1619000,2145000,696000,Approved
1302,5,Graduate,No,181000,874000,25,723,401000,229000,145000,211000,Rejected
1303,2,Graduate,No,1044000,5000000,10,621,2720000,1407000,3197000,1697000,Rejected
1304,1,Graduate,No,1143000,5000000,20,517,2168000,2543000,1854000,1943000,Rejected
1305,0,Graduate,No,595000,4625000,20,703,1144000,1115000,523000,307000,Rejected
1306,0,Graduate,No,140000,873000,20,746,349000,256000,70000,82000,Rejected
1307,0,Not Graduate,No,366000,735000,20,643,309000,170000,380000,506000,Rejected
